Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [V],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-26/5:05:36 PM,M5   ,1013,0,29.775,9.58,11.28,30.115,9.58,11.27,29.9025,9.58,11.36,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:37 PM,M5   ,1013,0,29.7575,9.58,11.3,30.105,9.58,11.28,29.91,9.58,11.35,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:38 PM,M5   ,1013,0,29.7525,9.58,11.3,30.12,9.58,11.26,29.91,9.58,11.35,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:39 PM,M5   ,1013,0,29.765,9.58,11.29,30.12,9.58,11.26,29.9075,9.58,11.35,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:40 PM,M5   ,1013,0,29.7763,9.58,11.28,30.12,9.58,11.26,29.9025,9.58,11.36,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.5813,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:41 PM,M5   ,1013,0,29.7488,9.59,11.3,30.1175,9.59,11.26,29.9188,9.59,11.34,NaN,9.59,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:42 PM,M5   ,1013,0,29.7475,9.59,11.3,30.105,9.59,11.27,29.9125,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:43 PM,M5   ,1013,0,29.77,9.59,11.28,30.1225,9.59,11.25,29.92,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5875,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:44 PM,M5   ,1013,0,29.77,9.58,11.28,30.125,9.58,11.25,29.92,9.58,11.34,NaN,9.58,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5825,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:45 PM,M5   ,1013,0,29.77,9.59,11.28,30.1125,9.59,11.26,29.9175,9.59,11.34,NaN,9.59,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:46 PM,M5   ,1013,0,29.77,9.59,11.28,30.12,9.59,11.26,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:47 PM,M5   ,1013,0,29.765,9.59,11.29,30.115,9.59,11.26,29.915,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5875,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:48 PM,M5   ,1013,0,29.75,9.58,11.31,30.1025,9.58,11.28,29.915,9.58,11.35,NaN,9.58,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:49 PM,M5   ,1013,0,29.75,9.58,11.31,30.11,9.58,11.27,29.8825,9.58,11.38,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:50 PM,M5   ,1013,0,29.7538,9.58,11.3,30.11,9.58,11.27,29.9163,9.58,11.34,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.58,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:51 PM,M5   ,1013,0,29.775,9.58,11.28,30.1125,9.58,11.27,29.8925,9.58,11.37,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.5825,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:52 PM,M5   ,1013,0,29.76,9.59,11.29,30.1175,9.59,11.26,29.9025,9.59,11.35,NaN,9.59,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:53 PM,M5   ,1013,0,29.7575,9.59,11.29,30.1075,9.59,11.27,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:54 PM,M6   ,1013,0,29.7525,9.59,11.3,30.105,9.59,11.27,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:55 PM,M6   ,1013,0,29.76,9.59,11.29,30.115,9.59,11.26,29.905,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:56 PM,M6   ,1013,0,29.76,9.59,11.29,30.105,9.59,11.27,29.8975,9.59,11.36,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5875,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:57 PM,M6   ,1013,0,29.7588,9.58,11.3,30.1188,9.58,11.26,29.9175,9.58,11.34,NaN,9.58,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5813,9.58,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:58 PM,M6   ,1013,0,29.7525,9.59,11.3,30.1125,9.59,11.26,29.905,9.59,11.35,NaN,9.59,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,9.58,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:05:59 PM,M6   ,1013,0,29.76,9.59,11.29,30.1175,9.59,11.26,29.915,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:00 PM,M6   ,1013,0,29.7625,9.59,11.29,30.11,9.59,11.27,29.9,9.59,11.36,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:01 PM,M6   ,1013,0,29.77,9.59,11.28,30.11,9.59,11.27,29.9,9.59,11.36,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:02 PM,M6   ,1013,0,29.7675,9.59,11.28,30.1125,9.59,11.26,29.905,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:03 PM,M6   ,1013,0,29.7625,9.59,11.29,30.125,9.59,11.25,29.915,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:04 PM,M6   ,1013,0,29.7675,9.59,11.28,30.135,9.59,11.24,29.9075,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:05 PM,M6   ,1013,0,29.7575,9.59,11.29,30.1175,9.59,11.26,29.925,9.59,11.33,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:06 PM,M6   ,1013,0,29.75,9.59,11.3,30.1125,9.59,11.26,29.9125,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:07 PM,M6   ,1013,0,29.7525,9.59,11.3,30.1175,9.59,11.26,29.915,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:08 PM,M6   ,1013,0,29.7613,9.59,11.29,30.1088,9.59,11.27,29.9012,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:09 PM,M6   ,1013,0,29.77,9.59,11.28,30.1,9.59,11.28,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:10 PM,M6   ,1013,0,29.7725,9.59,11.28,30.1025,9.59,11.27,29.9088,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:11 PM,M6   ,1013,0,29.7862,9.59,11.26,30.12,9.59,11.26,29.9037,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:12 PM,M6   ,1013,0,29.76,9.59,11.29,30.1175,9.59,11.26,29.925,9.59,11.33,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:13 PM,M6   ,1013,0,29.765,9.59,11.29,30.1125,9.59,11.26,29.9125,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:14 PM,M6   ,1013,0,29.7775,9.59,11.27,30.1188,9.59,11.26,29.9175,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:15 PM,M6   ,1013,0,29.7613,9.59,11.29,30.11,9.59,11.27,29.9012,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:16 PM,M6   ,1013,0,29.77,9.59,11.28,30.1125,9.59,11.26,29.9075,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:17 PM,M6   ,1013,0,29.765,9.59,11.29,30.1175,9.59,11.26,29.9,9.59,11.36,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:18 PM,M6   ,1013,0,29.7525,9.59,11.3,30.11,9.59,11.27,29.9025,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:19 PM,M6   ,1013,0,29.7625,9.59,11.29,30.1075,9.59,11.27,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:20 PM,M6   ,1013,0,29.765,9.59,11.29,30.1,9.59,11.28,29.9075,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:21 PM,M6   ,1013,0,29.7575,9.59,11.29,30.105,9.59,11.27,29.9025,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:22 PM,M6   ,1013,0,29.775,9.59,11.28,30.1125,9.59,11.26,29.9075,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:23 PM,M6   ,1013,0,29.7588,9.59,11.29,30.0925,9.59,11.28,29.9012,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:24 PM,M6   ,1013,0,29.755,9.59,11.3,30.11,9.59,11.27,29.9075,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:25 PM,M6   ,1013,0,29.7688,9.59,11.28,30.1112,9.59,11.26,29.9037,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:26 PM,M6   ,1013,0,29.7575,9.59,11.29,30.1225,9.59,11.25,29.9225,9.59,11.33,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:27 PM,M6   ,1013,0,29.755,9.59,11.3,30.1225,9.59,11.25,29.9025,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:28 PM,M6   ,1013,0,29.7675,9.59,11.28,30.0988,9.59,11.28,29.9088,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:29 PM,M6   ,1013,0,29.755,9.59,11.3,30.0925,9.59,11.28,29.9025,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:30 PM,M6   ,1013,0,29.77,9.59,11.28,30.0975,9.59,11.28,29.91,9.59,11.35,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.59,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:31 PM,M6   ,1013,0,29.7675,9.59,11.28,30.0937,9.59,11.28,29.91,9.59,11.34,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.5913,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:32 PM,M6   ,1013,0,29.745,9.6,11.3,30.12,9.6,11.25,29.9125,9.6,11.34,NaN,9.6,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:33 PM,M6   ,1013,0,29.735,9.6,11.31,30.1125,9.6,11.26,29.9175,9.6,11.33,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:34 PM,M6   ,1013,0,29.75,9.6,11.3,30.0912,9.6,11.28,29.91,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:35 PM,M6   ,1013,0,29.7575,9.6,11.29,30.1025,9.6,11.27,29.91,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:36 PM,M6   ,1013,0,29.7775,9.6,11.27,30.1088,9.6,11.26,29.9112,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:37 PM,M6   ,1013,0,29.7625,9.6,11.28,30.1075,9.6,11.26,29.9175,9.6,11.33,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:38 PM,M6   ,1013,0,29.765,9.6,11.28,30.13,9.6,11.24,29.91,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:39 PM,M6   ,1013,0,29.7525,9.6,11.29,30.1275,9.6,11.24,29.9125,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:40 PM,M6   ,1013,0,29.76,9.6,11.29,30.115,9.6,11.26,29.9125,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:41 PM,M6   ,1013,0,29.7625,9.6,11.28,30.1025,9.6,11.27,29.895,9.6,11.36,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:42 PM,M6   ,1013,0,29.77,9.6,11.28,30.1112,9.6,11.26,29.9125,9.6,11.34,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.5987,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:43 PM,M6   ,1013,0,29.7725,9.59,11.28,30.1188,9.59,11.26,29.9275,9.59,11.33,NaN,9.59,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,9.5913,9.59,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/5:06:44 PM,M6   ,1013,0,29.7825,9.6,11.26,30.1125,9.6,11.26,29.91,9.6,11.34,NaN,9.6,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,9.59,NaN,NaN,NaN,NaN,NaN,9.6,9.6,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
